client,round,loss,accuracy
l_curve_0,1,0.7636750936508179,0.3571428656578064
l_curve_0,2,0.7600379586219788,0.3571428656578064
l_curve_0,3,0.7564240097999573,0.3571428656578064
l_curve_0,4,0.7529500126838684,0.3571428656578064
l_curve_0,5,0.7498473525047302,0.3214285671710968
l_curve_0,6,0.7467977404594421,0.3214285671710968
l_curve_0,7,0.7437554597854614,0.3571428656578064
l_curve_0,8,0.7409222722053528,0.3571428656578064
l_curve_0,9,0.7380889654159546,0.3571428656578064
l_curve_0,10,0.7352943420410156,0.3571428656578064
l_curve_0,11,0.7326513528823853,0.3571428656578064
l_curve_0,12,0.7301064729690552,0.3214285671710968
l_curve_0,13,0.7276821732521057,0.3214285671710968
l_curve_0,14,0.7253313064575195,0.3214285671710968
l_curve_0,15,0.7229817509651184,0.3214285671710968
l_curve_0,16,0.720798909664154,0.2857142984867096
l_curve_0,17,0.7186926603317261,0.3571428656578064
l_curve_0,18,0.716762900352478,0.3928571343421936
l_curve_0,19,0.7149047255516052,0.3928571343421936
l_curve_0,20,0.7130541205406189,0.3928571343421936
l_curve_0,21,0.7112408876419067,0.3214285671710968
l_curve_0,22,0.7095026969909668,0.3214285671710968
l_curve_0,23,0.7077904939651489,0.3214285671710968
l_curve_0,24,0.7061617970466614,0.3571428656578064
l_curve_0,25,0.7046682238578796,0.3928571343421936
l_curve_0,26,0.7031470537185669,0.3928571343421936
l_curve_0,27,0.7017313241958618,0.4285714328289032
l_curve_0,28,0.7003762125968933,0.5714285969734192
l_curve_0,29,0.6990495920181274,0.5714285969734192
l_curve_0,30,0.6977864503860474,0.5714285969734192
l_curve_0,31,0.6964824795722961,0.5714285969734192
l_curve_0,32,0.6952224373817444,0.5714285969734192
l_curve_0,33,0.6940825581550598,0.5714285969734192
l_curve_0,34,0.692912757396698,0.5714285969734192
l_curve_0,35,0.691705048084259,0.5714285969734192
l_curve_0,36,0.6904827356338501,0.5714285969734192
l_curve_0,37,0.6893007159233093,0.5714285969734192
l_curve_0,38,0.6881929636001587,0.5714285969734192
l_curve_0,39,0.6871033906936646,0.5714285969734192
l_curve_0,40,0.6860145330429077,0.5714285969734192
l_curve_0,41,0.6849313378334045,0.5714285969734192
l_curve_0,42,0.6838496923446655,0.5714285969734192
l_curve_0,43,0.6827868819236755,0.5714285969734192
l_curve_0,44,0.6818269491195679,0.5714285969734192
l_curve_0,45,0.6808176040649414,0.5714285969734192
l_curve_0,46,0.6798591613769531,0.5714285969734192
l_curve_0,47,0.6788564324378967,0.5714285969734192
l_curve_0,48,0.6779016852378845,0.5714285969734192
l_curve_0,49,0.6770090460777283,0.5714285969734192
l_curve_0,50,0.6760583519935608,0.5714285969734192
l_curve_0,51,0.6751416921615601,0.5714285969734192
l_curve_0,52,0.6741787195205688,0.6071428656578064
l_curve_0,53,0.6731454133987427,0.6071428656578064
l_curve_0,54,0.6720953583717346,0.6071428656578064
l_curve_0,55,0.6709626317024231,0.6071428656578064
l_curve_0,56,0.6697959899902344,0.6071428656578064
l_curve_0,57,0.6686290502548218,0.6428571343421936
l_curve_0,58,0.6674640774726868,0.6428571343421936
l_curve_0,59,0.6663131713867188,0.6428571343421936
l_curve_0,60,0.6651156544685364,0.6785714030265808
l_curve_0,61,0.6639259457588196,0.6785714030265808
l_curve_0,62,0.662688672542572,0.7142857313156128
l_curve_0,63,0.6613075137138367,0.75
l_curve_0,64,0.6599893569946289,0.75
l_curve_0,65,0.6586002707481384,0.75
l_curve_0,66,0.6572334170341492,0.75
l_curve_0,67,0.6557798385620117,0.75
l_curve_0,68,0.6542800068855286,0.75
l_curve_0,69,0.6527506113052368,0.75
l_curve_0,70,0.6511337161064148,0.75
l_curve_0,71,0.649500846862793,0.75
l_curve_0,72,0.647786557674408,0.75
l_curve_0,73,0.6460995674133301,0.75
l_curve_0,74,0.6443678736686707,0.75
l_curve_0,75,0.6426491141319275,0.75
l_curve_0,76,0.6407769322395325,0.75
l_curve_0,77,0.638891875743866,0.75
l_curve_0,78,0.6369109153747559,0.75
l_curve_0,79,0.6348605751991272,0.75
l_curve_0,80,0.6327701210975647,0.75
l_curve_0,81,0.6305612325668335,0.75
l_curve_0,82,0.6282753944396973,0.75
l_curve_0,83,0.625921368598938,0.75
l_curve_0,84,0.6234899163246155,0.75
l_curve_0,85,0.620995819568634,0.75
l_curve_0,86,0.6184739470481873,0.75
l_curve_0,87,0.6159133911132812,0.75
l_curve_0,88,0.6132960319519043,0.75
l_curve_0,89,0.6105908155441284,0.75
l_curve_0,90,0.6078835725784302,0.75
l_curve_0,91,0.6051600575447083,0.75
l_curve_0,92,0.602403998374939,0.75
l_curve_0,93,0.5996216535568237,0.7142857313156128
l_curve_0,94,0.5967851281166077,0.7142857313156128
l_curve_0,95,0.5938254594802856,0.7142857313156128
l_curve_0,96,0.5908031463623047,0.75
l_curve_0,97,0.5877782106399536,0.75
l_curve_0,98,0.5846959948539734,0.75
l_curve_0,99,0.5815063118934631,0.75
l_curve_0,100,0.5783122181892395,0.75
l_curve_0,101,0.5750913023948669,0.75
l_curve_0,102,0.5718445777893066,0.75
l_curve_0,103,0.5685583353042603,0.75
l_curve_0,104,0.565262496471405,0.7142857313156128
l_curve_0,105,0.5618945956230164,0.7142857313156128
l_curve_0,106,0.558556318283081,0.7142857313156128
l_curve_0,107,0.555205225944519,0.7142857313156128
l_curve_0,108,0.5518388152122498,0.7142857313156128
l_curve_0,109,0.54843670129776,0.7142857313156128
l_curve_0,110,0.5450713038444519,0.7142857313156128
l_curve_0,111,0.5417312383651733,0.7142857313156128
l_curve_0,112,0.5383474230766296,0.7142857313156128
l_curve_0,113,0.5349875688552856,0.7142857313156128
l_curve_0,114,0.5316326022148132,0.7142857313156128
l_curve_0,115,0.5282493829727173,0.7142857313156128
l_curve_0,116,0.5248754024505615,0.7142857313156128
l_curve_0,117,0.5215327739715576,0.7142857313156128
l_curve_0,118,0.5181993246078491,0.7142857313156128
l_curve_0,119,0.5148490071296692,0.7142857313156128
l_curve_0,120,0.5115963220596313,0.7142857313156128
l_curve_0,121,0.5083724856376648,0.75
l_curve_0,122,0.5051491856575012,0.75
l_curve_0,123,0.5020066499710083,0.7142857313156128
l_curve_0,124,0.4988552927970886,0.7142857313156128
l_curve_0,125,0.4957277476787567,0.7142857313156128
l_curve_0,126,0.4926511347293854,0.7142857313156128
l_curve_0,127,0.48960310220718384,0.7142857313156128
l_curve_0,128,0.48658499121665955,0.75
l_curve_0,129,0.4835951626300812,0.75
l_curve_0,130,0.480639785528183,0.75
l_curve_0,131,0.47773265838623047,0.75
l_curve_0,132,0.4748363494873047,0.75
l_curve_0,133,0.4719931185245514,0.75
l_curve_0,134,0.4691905379295349,0.75
l_curve_0,135,0.4664383828639984,0.75
l_curve_0,136,0.46373245120048523,0.75
l_curve_0,137,0.46103736758232117,0.75
l_curve_0,138,0.4584018588066101,0.75
l_curve_0,139,0.45578405261039734,0.75
l_curve_0,140,0.4532209038734436,0.75
l_curve_0,141,0.45070067048072815,0.75
l_curve_0,142,0.44821739196777344,0.7857142686843872
l_curve_0,143,0.4457727372646332,0.7857142686843872
l_curve_0,144,0.4433347284793854,0.7857142686843872
l_curve_0,145,0.44094228744506836,0.7857142686843872
l_curve_0,146,0.4385787546634674,0.7857142686843872
l_curve_0,147,0.4362621307373047,0.7857142686843872
l_curve_0,148,0.4339790642261505,0.7857142686843872
l_curve_0,149,0.4317449927330017,0.7857142686843872
l_curve_0,150,0.42954131960868835,0.7857142686843872
l_curve_0,151,0.4273545444011688,0.7857142686843872
l_curve_0,152,0.4252254366874695,0.7857142686843872
l_curve_0,153,0.423138827085495,0.7857142686843872
l_curve_0,154,0.421076238155365,0.7857142686843872
l_curve_0,155,0.4190427362918854,0.7857142686843872
l_curve_0,156,0.4170333445072174,0.7857142686843872
l_curve_0,157,0.41507333517074585,0.7857142686843872
l_curve_0,158,0.4131205677986145,0.7857142686843872
l_curve_0,159,0.4112012982368469,0.7857142686843872
l_curve_0,160,0.40934523940086365,0.7857142686843872
l_curve_0,161,0.4075078070163727,0.7857142686843872
l_curve_0,162,0.40568092465400696,0.7857142686843872
l_curve_0,163,0.40387922525405884,0.7857142686843872
l_curve_0,164,0.40211114287376404,0.7857142686843872
l_curve_0,165,0.4003707468509674,0.7857142686843872
l_curve_0,166,0.3986636996269226,0.7857142686843872
l_curve_0,167,0.3969728350639343,0.8214285969734192
l_curve_0,168,0.3953036665916443,0.8214285969734192
l_curve_0,169,0.3936808705329895,0.8214285969734192
l_curve_0,170,0.3920835554599762,0.8214285969734192
l_curve_0,171,0.3905016779899597,0.8214285969734192
l_curve_0,172,0.38894084095954895,0.8214285969734192
l_curve_0,173,0.3874222934246063,0.8214285969734192
l_curve_0,174,0.3859097361564636,0.8214285969734192
l_curve_0,175,0.3844318687915802,0.8214285969734192
l_curve_0,176,0.3829801678657532,0.8214285969734192
l_curve_0,177,0.38153406977653503,0.8214285969734192
l_curve_0,178,0.3801095485687256,0.8214285969734192
l_curve_0,179,0.3787313997745514,0.8214285969734192
l_curve_0,180,0.37735626101493835,0.8214285969734192
l_curve_0,181,0.375990629196167,0.8214285969734192
l_curve_0,182,0.37465429306030273,0.8214285969734192
l_curve_0,183,0.37334519624710083,0.8214285969734192
l_curve_0,184,0.3720741868019104,0.8214285969734192
l_curve_0,185,0.370818167924881,0.8214285969734192
l_curve_0,186,0.3695795238018036,0.8214285969734192
l_curve_0,187,0.3683512508869171,0.8214285969734192
l_curve_0,188,0.3671205937862396,0.8214285969734192
l_curve_0,189,0.365928590297699,0.8214285969734192
l_curve_0,190,0.36477169394493103,0.8214285969734192
l_curve_0,191,0.36362457275390625,0.8214285969734192
l_curve_0,192,0.3625147342681885,0.8214285969734192
l_curve_0,193,0.3614186942577362,0.8214285969734192
l_curve_0,194,0.36032336950302124,0.8214285969734192
l_curve_0,195,0.3592359721660614,0.8214285969734192
l_curve_0,196,0.35818105936050415,0.8214285969734192
l_curve_0,197,0.35712867975234985,0.8214285969734192
l_curve_0,198,0.3561062812805176,0.8214285969734192
l_curve_0,199,0.35511836409568787,0.8214285969734192
l_curve_0,200,0.3541320264339447,0.8214285969734192
l_curve_0,201,0.35314077138900757,0.8214285969734192
l_curve_0,202,0.35216981172561646,0.8214285969734192
l_curve_0,203,0.3512273132801056,0.8214285969734192
l_curve_0,204,0.35030698776245117,0.8214285969734192
l_curve_0,205,0.3493747413158417,0.8214285969734192
l_curve_0,206,0.3484407961368561,0.8214285969734192
