client,round,loss,accuracy
l_curve_2,1,0.7270190119743347,0.6190476417541504
l_curve_2,2,0.7230442762374878,0.6190476417541504
l_curve_2,3,0.7191577553749084,0.6190476417541504
l_curve_2,4,0.7153884172439575,0.6190476417541504
l_curve_2,5,0.7117257118225098,0.6190476417541504
l_curve_2,6,0.7081779837608337,0.6190476417541504
l_curve_2,7,0.7047540545463562,0.6190476417541504
l_curve_2,8,0.7014374732971191,0.6190476417541504
l_curve_2,9,0.6982432007789612,0.6190476417541504
l_curve_2,10,0.6951666474342346,0.6190476417541504
l_curve_2,11,0.6921953558921814,0.6190476417541504
l_curve_2,12,0.6893644332885742,0.6190476417541504
l_curve_2,13,0.6866397857666016,0.6190476417541504
l_curve_2,14,0.6840320229530334,0.6190476417541504
l_curve_2,15,0.6815340518951416,0.6190476417541504
l_curve_2,16,0.6791319251060486,0.6190476417541504
l_curve_2,17,0.6768562197685242,0.6190476417541504
l_curve_2,18,0.6746844053268433,0.6190476417541504
l_curve_2,19,0.6726328730583191,0.6190476417541504
l_curve_2,20,0.6706673502922058,0.6190476417541504
l_curve_2,21,0.6687977313995361,0.6190476417541504
l_curve_2,22,0.6670376658439636,0.6190476417541504
l_curve_2,23,0.6653720140457153,0.6666666865348816
l_curve_2,24,0.6638091802597046,0.6666666865348816
l_curve_2,25,0.6623358726501465,0.6666666865348816
l_curve_2,26,0.6609360575675964,0.6666666865348816
l_curve_2,27,0.6596173048019409,0.6666666865348816
l_curve_2,28,0.6583794355392456,0.6666666865348816
l_curve_2,29,0.6572094559669495,0.6666666865348816
l_curve_2,30,0.6561192870140076,0.6666666865348816
l_curve_2,31,0.6551024913787842,0.6666666865348816
l_curve_2,32,0.6541528701782227,0.6666666865348816
l_curve_2,33,0.6532620191574097,0.6666666865348816
l_curve_2,34,0.6524212956428528,0.6666666865348816
l_curve_2,35,0.6516314148902893,0.6666666865348816
l_curve_2,36,0.6508859992027283,0.6666666865348816
l_curve_2,37,0.6501803398132324,0.6666666865348816
l_curve_2,38,0.6495096683502197,0.6666666865348816
l_curve_2,39,0.6488804817199707,0.6666666865348816
l_curve_2,40,0.648285984992981,0.6666666865348816
l_curve_2,41,0.6477212309837341,0.6666666865348816
l_curve_2,42,0.6471958160400391,0.6666666865348816
l_curve_2,43,0.6466988325119019,0.6666666865348816
l_curve_2,44,0.6462159752845764,0.6666666865348816
l_curve_2,45,0.6457453966140747,0.6666666865348816
l_curve_2,46,0.6453091502189636,0.6666666865348816
l_curve_2,47,0.644877016544342,0.7142857313156128
l_curve_2,48,0.6444743275642395,0.7142857313156128
l_curve_2,49,0.6440892219543457,0.7142857313156128
l_curve_2,50,0.6436850428581238,0.7142857313156128
l_curve_2,51,0.6432790160179138,0.7142857313156128
l_curve_2,52,0.6428956389427185,0.7142857313156128
l_curve_2,53,0.6425077319145203,0.7142857313156128
l_curve_2,54,0.6421170234680176,0.7142857313156128
l_curve_2,55,0.6417242288589478,0.7142857313156128
l_curve_2,56,0.6413273811340332,0.7142857313156128
l_curve_2,57,0.640929102897644,0.7142857313156128
l_curve_2,58,0.6404800415039062,0.7142857313156128
l_curve_2,59,0.6400268077850342,0.761904776096344
l_curve_2,60,0.6395574808120728,0.761904776096344
l_curve_2,61,0.6390489935874939,0.761904776096344
l_curve_2,62,0.638504147529602,0.8095238208770752
l_curve_2,63,0.6379634141921997,0.8095238208770752
l_curve_2,64,0.6373709440231323,0.8095238208770752
l_curve_2,65,0.6367729902267456,0.8095238208770752
l_curve_2,66,0.6361786723136902,0.8095238208770752
l_curve_2,67,0.6355399489402771,0.8095238208770752
l_curve_2,68,0.6348628997802734,0.8095238208770752
l_curve_2,69,0.6341732740402222,0.8095238208770752
l_curve_2,70,0.633480966091156,0.8095238208770752
l_curve_2,71,0.632813572883606,0.8095238208770752
l_curve_2,72,0.6321085095405579,0.8095238208770752
l_curve_2,73,0.631409227848053,0.8095238208770752
l_curve_2,74,0.6306892037391663,0.8095238208770752
l_curve_2,75,0.6299261450767517,0.8095238208770752
l_curve_2,76,0.6291369795799255,0.761904776096344
l_curve_2,77,0.6283181309700012,0.761904776096344
l_curve_2,78,0.6274775266647339,0.761904776096344
l_curve_2,79,0.6266310214996338,0.761904776096344
l_curve_2,80,0.6257849931716919,0.761904776096344
l_curve_2,81,0.6248596906661987,0.761904776096344
l_curve_2,82,0.6239004731178284,0.7142857313156128
l_curve_2,83,0.6228843927383423,0.7142857313156128
l_curve_2,84,0.6218491792678833,0.7142857313156128
l_curve_2,85,0.6208241581916809,0.7142857313156128
l_curve_2,86,0.6197512149810791,0.7142857313156128
l_curve_2,87,0.618588387966156,0.7142857313156128
l_curve_2,88,0.6174866557121277,0.7142857313156128
l_curve_2,89,0.6163334846496582,0.7142857313156128
l_curve_2,90,0.6151967644691467,0.7142857313156128
l_curve_2,91,0.6140378713607788,0.6666666865348816
l_curve_2,92,0.6128567457199097,0.6666666865348816
l_curve_2,93,0.6116392016410828,0.6666666865348816
l_curve_2,94,0.6104222536087036,0.6666666865348816
l_curve_2,95,0.6091939210891724,0.6666666865348816
l_curve_2,96,0.6079409122467041,0.6666666865348816
l_curve_2,97,0.6066327691078186,0.6666666865348816
l_curve_2,98,0.6052879691123962,0.6666666865348816
l_curve_2,99,0.6038431525230408,0.6666666865348816
l_curve_2,100,0.6023893356323242,0.6666666865348816
l_curve_2,101,0.6009118556976318,0.6666666865348816
l_curve_2,102,0.5994656682014465,0.6666666865348816
l_curve_2,103,0.5980133414268494,0.6666666865348816
l_curve_2,104,0.5965425372123718,0.7142857313156128
l_curve_2,105,0.5950101017951965,0.7142857313156128
l_curve_2,106,0.5934262275695801,0.7142857313156128
l_curve_2,107,0.591775119304657,0.7142857313156128
l_curve_2,108,0.5901333689689636,0.7142857313156128
l_curve_2,109,0.5884609818458557,0.7142857313156128
l_curve_2,110,0.586748480796814,0.7142857313156128
l_curve_2,111,0.5851026177406311,0.7142857313156128
l_curve_2,112,0.5833405256271362,0.7142857313156128
l_curve_2,113,0.5815841555595398,0.7142857313156128
l_curve_2,114,0.5798168182373047,0.7142857313156128
l_curve_2,115,0.5780714154243469,0.7142857313156128
l_curve_2,116,0.5762981176376343,0.7142857313156128
l_curve_2,117,0.5744829773902893,0.7142857313156128
l_curve_2,118,0.5726922154426575,0.7142857313156128
l_curve_2,119,0.5708777904510498,0.7142857313156128
l_curve_2,120,0.5690357685089111,0.7142857313156128
l_curve_2,121,0.5672240853309631,0.7142857313156128
l_curve_2,122,0.5653183460235596,0.7142857313156128
l_curve_2,123,0.5634300708770752,0.7142857313156128
l_curve_2,124,0.5615803599357605,0.7142857313156128
l_curve_2,125,0.5596771836280823,0.7142857313156128
l_curve_2,126,0.557736337184906,0.7142857313156128
l_curve_2,127,0.5558430552482605,0.7142857313156128
l_curve_2,128,0.5539453625679016,0.7142857313156128
l_curve_2,129,0.5520285964012146,0.7142857313156128
l_curve_2,130,0.5501056909561157,0.7142857313156128
l_curve_2,131,0.548125147819519,0.7142857313156128
l_curve_2,132,0.546127438545227,0.7142857313156128
l_curve_2,133,0.5441145896911621,0.7142857313156128
l_curve_2,134,0.5421448945999146,0.7142857313156128
l_curve_2,135,0.5401716828346252,0.7142857313156128
l_curve_2,136,0.5381913185119629,0.7142857313156128
l_curve_2,137,0.5362070798873901,0.7142857313156128
l_curve_2,138,0.5342177748680115,0.7142857313156128
l_curve_2,139,0.5322550535202026,0.7142857313156128
l_curve_2,140,0.5302640199661255,0.7142857313156128
l_curve_2,141,0.5282775163650513,0.7142857313156128
l_curve_2,142,0.5262826681137085,0.7142857313156128
l_curve_2,143,0.524352490901947,0.7142857313156128
l_curve_2,144,0.5223968029022217,0.7142857313156128
l_curve_2,145,0.520369291305542,0.7142857313156128
l_curve_2,146,0.5183913111686707,0.7142857313156128
l_curve_2,147,0.5163885951042175,0.7142857313156128
l_curve_2,148,0.5143580436706543,0.7142857313156128
