client,round,loss,accuracy
l_curve_7,1,0.8207329511642456,0.2857142984867096
l_curve_7,2,0.8046770691871643,0.2857142984867096
l_curve_7,3,0.7901259660720825,0.2857142984867096
l_curve_7,4,0.7767861485481262,0.2857142984867096
l_curve_7,5,0.7643498182296753,0.2857142984867096
l_curve_7,6,0.752852201461792,0.2857142984867096
l_curve_7,7,0.7422217130661011,0.4285714328289032
l_curve_7,8,0.7320927381515503,0.4285714328289032
l_curve_7,9,0.7225760221481323,0.4285714328289032
l_curve_7,10,0.7136486172676086,0.4285714328289032
l_curve_7,11,0.7050022482872009,0.4285714328289032
l_curve_7,12,0.6968832612037659,0.4285714328289032
l_curve_7,13,0.6889950633049011,0.4285714328289032
l_curve_7,14,0.6813443303108215,0.4761904776096344
l_curve_7,15,0.6741542220115662,0.6190476417541504
l_curve_7,16,0.6672506928443909,0.6190476417541504
l_curve_7,17,0.6604520678520203,0.6190476417541504
l_curve_7,18,0.653855562210083,0.6190476417541504
l_curve_7,19,0.6474536061286926,0.6190476417541504
l_curve_7,20,0.6415258049964905,0.6190476417541504
l_curve_7,21,0.635731041431427,0.6190476417541504
l_curve_7,22,0.6302715539932251,0.6190476417541504
l_curve_7,23,0.6248705983161926,0.6190476417541504
l_curve_7,24,0.6196697950363159,0.6190476417541504
l_curve_7,25,0.614824652671814,0.6190476417541504
l_curve_7,26,0.6102105379104614,0.6190476417541504
l_curve_7,27,0.605654239654541,0.6190476417541504
l_curve_7,28,0.6013010740280151,0.6190476417541504
l_curve_7,29,0.5969134569168091,0.6190476417541504
l_curve_7,30,0.5927085280418396,0.6190476417541504
l_curve_7,31,0.588742733001709,0.6190476417541504
l_curve_7,32,0.5850502848625183,0.6190476417541504
l_curve_7,33,0.5814886093139648,0.6666666865348816
l_curve_7,34,0.5778564214706421,0.6666666865348816
l_curve_7,35,0.5745537877082825,0.6666666865348816
l_curve_7,36,0.571221649646759,0.6666666865348816
l_curve_7,37,0.567916750907898,0.6666666865348816
l_curve_7,38,0.5647720098495483,0.6666666865348816
l_curve_7,39,0.561787486076355,0.6666666865348816
l_curve_7,40,0.5590171813964844,0.6666666865348816
l_curve_7,41,0.5562794804573059,0.6666666865348816
l_curve_7,42,0.5534790754318237,0.6666666865348816
l_curve_7,43,0.5506622791290283,0.6666666865348816
l_curve_7,44,0.547852635383606,0.6666666865348816
l_curve_7,45,0.5450220704078674,0.6666666865348816
l_curve_7,46,0.542314350605011,0.6666666865348816
l_curve_7,47,0.5395995378494263,0.6666666865348816
l_curve_7,48,0.5370294451713562,0.6666666865348816
l_curve_7,49,0.5345824360847473,0.6666666865348816
l_curve_7,50,0.531962513923645,0.6666666865348816
l_curve_7,51,0.5292762517929077,0.6666666865348816
l_curve_7,52,0.5265318751335144,0.6666666865348816
l_curve_7,53,0.5238267183303833,0.6666666865348816
l_curve_7,54,0.5212669968605042,0.6666666865348816
l_curve_7,55,0.5186681747436523,0.7142857313156128
l_curve_7,56,0.5159857869148254,0.7142857313156128
l_curve_7,57,0.5134127140045166,0.7142857313156128
l_curve_7,58,0.5107156038284302,0.7142857313156128
l_curve_7,59,0.5077922344207764,0.7142857313156128
l_curve_7,60,0.5052090287208557,0.7142857313156128
l_curve_7,61,0.5025843381881714,0.7142857313156128
l_curve_7,62,0.5000889301300049,0.7142857313156128
l_curve_7,63,0.4974704086780548,0.7142857313156128
l_curve_7,64,0.49481773376464844,0.7142857313156128
l_curve_7,65,0.4921775162220001,0.7142857313156128
l_curve_7,66,0.489486426115036,0.7142857313156128
l_curve_7,67,0.48682236671447754,0.761904776096344
l_curve_7,68,0.4843135178089142,0.761904776096344
l_curve_7,69,0.4818885326385498,0.761904776096344
l_curve_7,70,0.4792148172855377,0.761904776096344
l_curve_7,71,0.47682708501815796,0.761904776096344
l_curve_7,72,0.4745081961154938,0.761904776096344
l_curve_7,73,0.4720121920108795,0.761904776096344
l_curve_7,74,0.46951085329055786,0.761904776096344
l_curve_7,75,0.4670146703720093,0.761904776096344
l_curve_7,76,0.46487486362457275,0.761904776096344
l_curve_7,77,0.4626898169517517,0.761904776096344
l_curve_7,78,0.46039843559265137,0.761904776096344
l_curve_7,79,0.45781922340393066,0.761904776096344
l_curve_7,80,0.4552955627441406,0.761904776096344
